URLs,Subdirectories
https://www.nfl.com/videos/sound-fx-matthew-stafford-mic-d-up-vs-chiefs-in-week-2-of-2011-404004,"['', 'videos', 'sound-fx-matthew-stafford-mic-d-up-vs-chiefs-in-week-2-of-2011-404004']"
https://www.nfl.com/videos/america-s-game-mike-mccarthy-s-unique-motivational-tactic-for-2010-packer-140973,"['', 'videos', 'america-s-game-mike-mccarthy-s-unique-motivational-tactic-for-2010-packer-140973']"
https://www.nfl.com/videos/comparing-the-1985-chicago-bears-and-2000-baltimore-ravens-270094,"['', 'videos', 'comparing-the-1985-chicago-bears-and-2000-baltimore-ravens-270094']"
https://www.nfl.com/videos/sound-fx-sam-bradford-mic-d-up-as-a-rookie-vs-panthers-in-2010-277947,"['', 'videos', 'sound-fx-sam-bradford-mic-d-up-as-a-rookie-vs-panthers-in-2010-277947']"
https://www.nfl.com/videos/can-t-miss-play-beast-quake-1-0-marshawn-lynch-bulldozes-saints-for-epic--125750,"['', 'videos', 'can-t-miss-play-beast-quake-1-0-marshawn-lynch-bulldozes-saints-for-epic--125750']"
https://www.nfl.com/videos/on-the-beat-saints-seahawks-268479,"['', 'videos', 'on-the-beat-saints-seahawks-268479']"
https://www.nfl.com/videos/no-1-joe-greene-top-10-steelers-of-all-time-266194,"['', 'videos', 'no-1-joe-greene-top-10-steelers-of-all-time-266194']"
https://www.nfl.com/videos/sound-fx-rex-ryan-and-jets-soar-on-thanksgiving-vs-bengals-281651,"['', 'videos', 'sound-fx-rex-ryan-and-jets-soar-on-thanksgiving-vs-bengals-281651']"
https://www.nfl.com/videos/sound-fx-jeff-fisher-mic-d-up-vs-redskins-in-week-11-in-2010-404242,"['', 'videos', 'sound-fx-jeff-fisher-mic-d-up-vs-redskins-in-week-11-in-2010-404242']"
https://www.nfl.com/videos/nfl-films-presents-the-evolution-of-the-nfl-jersey-434374,"['', 'videos', 'nfl-films-presents-the-evolution-of-the-nfl-jersey-434374']"
https://www.nfl.com/videos/nfl-films-encore-cowboys-dolphins-on-thanksgiving-1993-281647,"['', 'videos', 'nfl-films-encore-cowboys-dolphins-on-thanksgiving-1993-281647']"
https://www.nfl.com/videos/top-5-hail-mary-plays-1975-nfc-divisional-playoff-478169,"['', 'videos', 'top-5-hail-mary-plays-1975-nfc-divisional-playoff-478169']"
https://www.nfl.com/videos/best-of-mike-ditka-mic-d-up-in-chicago-and-new-orleans-270082,"['', 'videos', 'best-of-mike-ditka-mic-d-up-in-chicago-and-new-orleans-270082']"
https://www.nfl.com/videos/nfl-films-classic-behind-the-scenes-with-mike-ditka-and-the-1963-bears-270085,"['', 'videos', 'nfl-films-classic-behind-the-scenes-with-mike-ditka-and-the-1963-bears-270085']"
https://www.nfl.com/videos/throwback-tim-tebow-s-draft-day-interview-428826,"['', 'videos', 'throwback-tim-tebow-s-draft-day-interview-428826']"
https://www.nfl.com/videos/2010-pro-bowl-desean-jackson-shows-major-wheels-on-long-td-401454,"['', 'videos', '2010-pro-bowl-desean-jackson-shows-major-wheels-on-long-td-401454']"
https://www.nfl.com/videos/sound-fx-cincinnati-bengals-head-coach-marvin-lewis-mic-d-up-vs-browns-in-259631,"['', 'videos', 'sound-fx-cincinnati-bengals-head-coach-marvin-lewis-mic-d-up-vs-browns-in-259631']"
https://www.nfl.com/videos/mic-d-up-stafford-leads-heroic-comeback-win-vs-browns-week-11-2009,"['', 'videos', 'mic-d-up-stafford-leads-heroic-comeback-win-vs-browns-week-11-2009']"
https://www.nfl.com/videos/watch-billick-s-favorite-play-from-ed-reed-s-career-440053,"['', 'videos', 'watch-billick-s-favorite-play-from-ed-reed-s-career-440053']"
https://www.nfl.com/videos/sound-fx-jeff-fisher-mic-d-up-vs-bills-in-week-10-in-2009-404243,"['', 'videos', 'sound-fx-jeff-fisher-mic-d-up-vs-bills-in-week-10-in-2009-404243']"
https://www.nfl.com/videos/america-s-game-the-ice-bowl-141030,"['', 'videos', 'america-s-game-the-ice-bowl-141030']"
https://www.nfl.com/videos/nfl-films-encore-the-unbreakable-bond-of-jim-zorn-and-steve-largent-266203,"['', 'videos', 'nfl-films-encore-the-unbreakable-bond-of-jim-zorn-and-steve-largent-266203']"
https://www.nfl.com/videos/nfl-films-encore-mean-joe-greene-reflects-on-his-steelers-career-266191,"['', 'videos', 'nfl-films-encore-mean-joe-greene-reflects-on-his-steelers-career-266191']"
https://www.nfl.com/uk/videos/randal-williams-scores-the-fastest-touchdown-in-nfl-history-431227,"['', 'uk', 'videos', 'randal-williams-scores-the-fastest-touchdown-in-nfl-history-431227']"
